author,fname,lname,gender,pubtitle,date,id
"Martiny, Sarah",Sarah, Martiny,female,Sex Roles,2016,1785
"Hoffman, Sarah",Sarah,Hoffman,female,Journal of Research in Gender Studies,2018,5
"Leslie, Sarah-Jane",Sarah-Jane,Leslie,NA,Science,2014,23
"Leslie, Sarah-Jane",Sarah-Jane, Leslie,NA,Frontiers in Psychology,2015,775
"McDonald, Sarah-Kathryn",Sarah-Kathryn, McDonald,NA,Developmental psychology,2012,87
"McGuire, Saundra",Saundra, McGuire,female,Journal of chemical education,2014,35
"Streiner, Scott",Scott, Streiner,male,Learning and Individual Differences,2018,646
"Freeman, Scott",Scott, Freeman,male,Chemistry Education Research and Practice,2018,1190
"Carrell, Scott",Scott,Carrell,male,Quarterly Journal of Economics,2010,1080
"Leath, Seanna",Seanna,Leath,female,Journal of Negro Education,2018,785
"Galindo-Gonzalez, Sebastian",Sebastian, Galindo-Gonzalez,male,CBE Life Sciences Education,2016,181
"Cotner, Sehoya",Sehoya, Cotner,NA,PLoS ONE,2017,1135
"Cotner, Sehoya",Sehoya, Cotner,NA,BioScience,2018,1066
"Cotner, Sehoya",Sehoya, Cotner,NA,PLoS ONE,2018,1159
"Sin, Sei-Ching",Sei-Ching,Sin,NA,Library & Information Science Research,2008,649
"Dilli, Selin",Selin,Dilli,female,Small Business Economics,2018,1823
"Šabanović, Selma",Selma, Šabanović,female,Journal of Science Education and Technology,2016,1677
"Beverly, Selyna",Selyna, Beverly,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,241
"Oh, Seong Soo",Seong Soo,Oh,NA,Social Science Journal,2011,672
"Han, Seong Won",Seong Won,Han,NA,International Journal of Educational Development,2016,564
"Cho, Seung-Ho",Seung-Ho,Cho,NA,JCOM: Journal of Science Communication,2009,1561
"Brady, Shabnam",Shabnam, Brady,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,302
"Kamberi, Shahnaz",Shahnaz,Kamberi,female,Proceedings of the 7th IEEE Integrated STEM Education Conference,2017,831
"Howes, Shannon",Shannon, Howes,female,Journal of Leadership Studies,2013,877
"Gary, Shannon",Shannon, Gary,female,Research in Higher Education,2009,1733
"Holleran, Shannon",Shannon,Holleran,female,Social Psychological and Personality Science,2011,1540
"Gupta, Shannon",Shannon, Gupta,female,Forensic Science Policy & Management: An International Journal,2014,1847
"Gallop, Shari",Shari, Gallop,female,Palgrave Communications,2018,1588
"Robinson-Kurpius, Sharon",Sharon, Robinson-Kurpius,female,Journal of Psychoeducational Assessment,2012,1419
"Mason, Sharon",Sharon,Mason,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,323
"Muret-Wagstaff, Sharon",Sharon, Muret-Wagstaff,female,Advances in Physiology Education,2014,70
"Lynch, Sharon",Sharon, Lynch,female,Journal of Research in Science Teaching,2016,896
"Sassler, Sharon",Sharon, Sassler,female,Social Forces,2013,1093
"Sassler, Sharon",Sharon,Sassler,female,Social Sciences,2017,975
"Mason, Sharon",Sharon, Mason,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,244
"Sassler, Sharon",Sharon,Sassler,female,Social science research,2017,677
"Ahlqvist, Sheana",Sheana,Ahlqvist,NA,Psychological science,2013,1463
"Freese, Shelby",Shelby, Freese,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,275
"Correll, Shelley",Shelley, Correll,female,Social Studies of Science,2018,1548
"Adamo, Shelley",Shelley,Adamo,female,BioScience,2013,1055
"Clark, Sheri",Sheri,Clark,female,CBE Life Sciences Education,2016,184
"Levy, Sheri",Sheri, Levy,female,Journal of Applied Social Psychology,2016,1931
"Perelli, Sheri",Sheri, Perelli,female,Career Development International,2013,693
"Levy, Sheri Robin",Sheri Robin, Levy,NA,Sex Roles,2011,1806
"Mark, Sheron",Sheron, Mark,male,Journal of Career Development,2013,1392
"Mark, Sheron",Sheron,Mark,male,Journal of Science Education and Technology,2016,1685
"Sorby, Sheryl",Sheryl,Sorby,female,Learning and Individual Differences,2018,644
"Ashford, Shetay",Shetay,Ashford,NA,Journal of Science Education and Technology,2016,1686
"Salehi, Shima",Shima, Salehi,NA,PLoS ONE,2017,1134
"Cohen, Shoshanah",Shoshanah, Cohen,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,257
"Kahn, Shulamit",Shulamit,Kahn,NA,Frontiers in psychology,2015,725
"Kahn, Shulamit",Shulamit, Kahn,NA,Psychological Science in the Public Interest,2014,1468
"Beilock, Sian",Sian, Beilock,female,Sex Roles,2011,1801
"Ziegler, Sianna",Sianna, Ziegler,female,Psychological bulletin,2017,177
"Gupta, Siddhartha",Siddhartha, Gupta,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,283
"Joshi, Siddhi",Siddhi, Joshi,female,Palgrave Communications,2018,1594
"Schirner, Sigrun",Sigrun, Schirner,NA,Computers & Education,2013,527
"Schirner, Sigrun",Sigrun, Schirner,NA,Annals of the New York Academy of Sciences,2016,1890
"Luttenberger, Silke",Silke, Luttenberger,NA,Frontiers in Psychology,2017,768
"Knobloch-Westerwick, Silvia",Silvia, Knobloch-Westerwick,female,Human Communication Research,2017,1922
"Canetto, Silvia",Silvia, Canetto,female,Analyses of Social Issues and Public Policy,2013,1888
"Faitar, Silviu",Silviu, Faitar,NA,Procedia - Social and Behavioral Sciences,2013,654
"Berweger, Simone",Simone, Berweger,female,Journal of Educational Research,2014,1255
"Rojas, Sina",Sina,Rojas,female,Hispanic Outlook in Higher Education Magazine,2015,784
"Escobar-Alvarez, Sindy",Sindy, Escobar-Alvarez,female,Cell Stem Cell,2015,457
"Han, Siqi",Siqi,Han,NA,Demographic Research,2016,1026
"Tian, Siyue",Siyue, Tian,NA,International Migration Review,2017,1369
"Ramachandran, Sohini",Sohini, Ramachandran,NA,Genome biology,2016,1920
"Starobin, Soko",Soko,Starobin,NA,New Directions for Community Colleges,2014,929
"Starobin, Soko",Soko, Starobin,NA,New Directions for Higher Education,2013,939
"Starobin, Soko",Soko, Starobin,NA,Community College Journal of Research & Practice,2017,1210
"Sadselia, Sona",Sona, Sadselia,female,CBE Life Sciences Education,2017,190
"Goltz, Sonia",Sonia,Goltz,female,Change,2013,1195
"Lee, Soohyun",Soohyun, Lee,NA,Industrial and Organizational Psychology,2018,445
"Kuchynka, Sophie",Sophie,Kuchynka,female,Psychology of Women Quarterly,2018,1492
"Vlaicu, Sorina",Sorina, Vlaicu,NA,Review of Policy Research,2010,1944
"Jang, Sou Hyun",Sou Hyun, Jang,NA,Ethnic and Racial Studies,2015,1231
"Weiss, Stacey",Stacey, Weiss,female,BioScience,2018,1064
"Lowe, Stacey",Stacey, Lowe,female,Review of Research in Education,2018,1523
"Blake-Beard, Stacy",Stacy,Blake-Beard,female,Journal of Social Issues,2011,1938
"Obergriesser, Stefanie",Stefanie, Obergriesser,female,Annals of the New York Academy of Sciences,2016,1892
"Fischer, Stefanie",Stefanie,Fischer,female,Labour Economics,2017,639
"Moller, Stephanie",Stephanie, Moller,female,International Journal of STEM Education,2018,1645
"Moller, Stephanie",Stephanie, Moller,female,Social Currents,2016,1532
"Aguillon, Stephanie",Stephanie, Aguillon,female,BioScience,2018,1060
"Burge, Stephanie",Stephanie,Burge,female,Sociological Perspectives,2013,1549
"Gisler, Stephanie",Stephanie,Gisler,female,Industrial and Organizational Psychology,2018,443
"Burge, Stephanie",Stephanie, Burge,female,Gender Issues,2018,1623
"Moller, Stephanie",Stephanie, Moller,female,Economics of Education Review,2015,557
"Coffman-Wolph, Stephany",Stephany,Coffman-Wolph,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,321
"Morgan, Stephen",Stephen,Morgan,male,Social science research,2013,674
"Ceci, Stephen",Stephen,Ceci,male,Psychological Science in the Public Interest,2014,1466
"Ceci, Stephen",Stephen, Ceci,male,Perspectives on Psychological Science,2014,1451
"Ceci, Stephen",Stephen, Ceci,male,Frontiers in Psychology,2017,740
"Ceci, Stephen",Stephen,Ceci,male,Educational Psychologist,2018,1223
"Ceci, Stephen",Stephen,Ceci,male,Frontiers in psychology,2015,776
"Ceci, Stephen",Stephen, Ceci,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1040
"Pollock, Steven",Steven, Pollock,male,Psychology of Women Quarterly,2017,1487
"Goodreau, Steven",Steven, Goodreau,male,PLoS ONE,2016,1141
"Chumbley, Steven",Steven,Chumbley,male,Journal of Agricultural Education,2015,12
"Spencer, Steven",Steven, Spencer,male,Journal of educational psychology,2015,155
"Robbins, Steven",Steven, Robbins,male,Journal of vocational behavior,2016,596
"Yap, Stevie C.",Stevie C., Yap,NA,Psychology of Women Quarterly,2016,1476
"Kellogg, Stuart",Stuart, Kellogg,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,251
"Rosser, Sue",Sue,Rosser,female,Academe,2009,28
"Bagde, Surendrakumar",Surendrakumar,Bagde,NA,American Economic Review,2016,48
"Lord, Susan",Susan, Lord,female,Journal of Engineering Education,2012,963
"Slattery, Susan",Susan, Slattery,female,Forum on Public Policy Online,2010,717
"Edinger-Marshall, Susan",Susan, Edinger-Marshall,female,Soil Science Society of America Journal,2018,1586
"Mengel, Susan",Susan, Mengel,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,286
"Cozzens, Susan",Susan,Cozzens,female,Science and Engineering Ethics,2008,1747
"Stout, Susan",Susan, Stout,female,BioScience,2015,1058
"Solomon, Susan",Susan, Solomon,female,Cell Stem Cell,2015,479
"Yoon, Susan",Susan, Yoon,female,Research in Higher Education,2009,1731
"Case, Susan",Susan,Case,female,"Community, Work & Family",2013,1215
"Levine, Susan",Susan, Levine,female,Sex Roles,2011,1800
"Pollart, Susan",Susan, Pollart,female,Journal of Medical Internet Research,2018,851
"Silbey, Susan",Susan, Silbey,female,American Sociological Review,2011,1324
"Barker, Susan",Susan, Barker,female,Library & Information Science Research,2009,648
"Silbey, Susan",Susan, Silbey,female,Work and Occupations,2018,1554
"Solomon, Susan",Susan, Solomon,female,Cell Stem Cell,2015,476
"Gorman, Susan",Susan,Gorman,female,Forum on Public Policy Online,2010,714
"Murphy, Susan",Susan, Murphy,female,Leadership Quarterly,2016,641
"Barnett, Susan",Susan, Barnett,female,Frontiers in Psychology,2017,737
"Pitt, Susan",Susan, Pitt,female,Journal of Medical Internet Research,2018,848
"Sontgerath, Suzanne",Suzanne, Sontgerath,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,229
"Zurn-Birkhimer, Suzanne",Suzanne,Zurn-Birkhimer,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,276
"Held, Suzanne",Suzanne, Held,female,Bioscience,2017,1071
"Nassar-McMillan, Sylvia",Sylvia,Nassar-McMillan,female,New Directions for Institutional Research,2011,946
"Beyer, Sylvia",Sylvia,Beyer,female,Psychology,2015,1079
"Carter, T'Shana",T'Shana, Carter,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,303
"Chavous, Tabbye",Tabbye, Chavous,NA,Journal of Negro Education,2018,786
"Hendrix, Taija",Taija, Hendrix,female,PLoS ONE,2018,1161
"Harel-Marian, Taly",Taly, Harel-Marian,NA,Journal of Vocational Behavior,2018,615
"Schneider, Tamera",Tamera, Schneider,female,Social Psychology of Education,2014,1839
"Tyler-Wood, Tandra",Tandra, Tyler-Wood,NA,Computers in Human Behavior,2014,535
"Tyler-Wood, Tandra",Tandra, Tyler-Wood,NA,Journal of Science Education and Technology,2015,1659
"Teo, Tang",Tang,Teo,NA,Theory Into Practice,2014,1304
"Bellier-Teichmann, Tanja",Tanja, Bellier-Teichmann,NA,International Journal of Mentoring and Coaching in Education,2015,697
"Crenshaw, Tanya",Tanya,Crenshaw,female,Frontiers in Psychology,2017,761
"Sanabria, Tanya",Tanya,Sanabria,female,Social Sciences,2017,1016
"Dennehy, Tara",Tara,Dennehy,female,Proceedings of the National Academy of Sciences of the United States of America,2017,1031
"Hudson, Tara",Tara, Hudson,female,Review of Higher Education,2017,1859
"Inniss, Tasha",Tasha, Inniss,female,Peer Review,2014,363
"Melguizo, Tatiana",Tatiana,Melguizo,female,Research in Higher Education,2012,1734
"Whitney, Telle",Telle,Whitney,NA,Computer,2018,793
"Mutahi, Teresa",Teresa,Mutahi,female,Women in Higher Education,2016,927
"Greindl, Teresa",Teresa, Greindl,female,Computers & Education,2013,528
"Woodruff, Teresa",Teresa, Woodruff,female,PLoS Biology,2016,1123
"Morton, Terrell",Terrell,Morton,male,Science Education,2018,897
"Johnson, Terri",Terri, Johnson,female,Journal of Women and Minorities in Science and Engineering,2017,412
"Von Thaden, Terry",Terry,Von Thaden,male,Journal of the American Society for Information Science and Technology,2008,919
"Killpack, Tess",Tess,Killpack,female,CBE Life Sciences Education,2016,199
"Berg, Tessa",Tessa,Berg,female,Computers & Education,2018,522
"Lerdpornkulrat, Thanita",Thanita, Lerdpornkulrat,NA,Physical Review Physics Education Research,2016,60
"Wills, Theodore",Theodore, Wills,male,Contemporary Educational Psychology,2013,538
"Taha, Thiab",Thiab, Taha,NA,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,47
"Robinson, Thomas",Thomas, Robinson,male,JCOM: Journal of Science Communication,2009,1565
"DiPrete, Thomas",Thomas, DiPrete,male,Social science research,2013,686
"Ruberto, Thomas",Thomas, Ruberto,male,PLoS ONE,2018,1174
"Riggers-Piehl, Tiffani",Tiffani, Riggers-Piehl,female,Research in Higher Education,2015,1714
"Ito, Tiffany",Tiffany, Ito,female,Psychology of Women Quarterly,2017,1490
"Ito, Tiffany",Tiffany, Ito,female,Journal of personality and social psychology,2017,174
"Ito, Tiffany",Tiffany, Ito,female,Sex Roles,2016,1770
"Veinot, Tiffany",Tiffany,Veinot,female,Journal of Medical Internet Research,2013,852
"Ito, Tiffany",Tiffany, Ito,female,Personality and Social Psychology Bulletin,2018,1440
"Davis, Tim",Tim, Davis,male,Horttechnology,2014,211
"Collins, Timothy",Timothy, Collins,male,Science Education,2018,901
"Bachman, Tina",Tina, Bachman,female,Journal of Science Education and Technology,2017,1692
"Ravn, Tina",Tina, Ravn,female,Journal of STEM Education : Innovations and Research,2010,802
"Mattsson, Tina",Tina,Mattsson,female,Gender & Education,2015,1232
"Kirchmaier, Tom",Tom, Kirchmaier,male,American Economic Review,2016,52
"Schmader, Toni",Toni, Schmader,female,Social Psychological and Personality Science,2011,1542
"Perez, Tony",Tony, Perez,male,Contemporary Educational Psychology,2013,537
"Gorges, Torie",Torie, Gorges,female,Journal of Science Education and Technology,2016,1674
"Bekelman, Traci",Traci, Bekelman,female,American Journal of Physical Anthropology,2018,861
"Neilsen, Tracianne",Tracianne,Neilsen,NA,173rd Meeting of Acoustical Society of America,2017,4
"Casanova, Tracy",Tracy, Casanova,female,Journal of Career Assessment,2017,1373
"Davidson, Travis",Travis,Davidson,male,University of Ottawa Journal of Medicine,2015,1875
"Bartosh, Travis",Travis, Bartosh,male,Journal of Women and Minorities in Science and Engineering,2015,398
"Turner, Trudy",Trudy,Turner,female,American Journal of Physical Anthropology,2018,857
"Story, Tyler",Tyler, Story,male,Psychology of Women Quarterly,2013,1512
"Trautwein, Ulrich",Ulrich, Trautwein,male,Journal of educational psychology,2017,143
"Fossati, Valentina",Valentina, Fossati,female,Cell Stem Cell,2015,458
"Greco, Valentina",Valentina, Greco,female,Cell Stem Cell,2015,461
"Streets, Valerie",Valerie, Streets,female,Career Development Quarterly,2015,1908
"Morganson, Valerie",Valerie,Morganson,female,Career Development Quarterly,2015,1906
"Lundy-Wagner, Valerie",Valerie, Lundy-Wagner,female,Research in Higher Education,2009,1728
"Morganson, Valerie",Valerie,Morganson,female,Career Development Quarterly,2010,1903
"Taylor, Valerie",Valerie, Taylor,female,Computer,2018,794
"Conley, Valerie Martin",Valerie Martin, Conley,NA,Advances in Gender Research,2014,689
"Wyss, Vanessa",Vanessa,Wyss,female,College Student Journal,2010,1102
"Peters, Vanessa",Vanessa, Peters,female,Journal of Research in Science Teaching,2016,895
"Ruta, Vanessa",Vanessa, Ruta,female,Cell Stem Cell,2015,472
"Sriraman, Vederaman",Vederaman, Sriraman,NA,American Journal of Engineering Education,2015,483
"Kuntz, Vickie",Vickie, Kuntz,female,Journal of STEM Education : Innovations and Research,2010,803
"Grunberg, Victoria",Victoria, Grunberg,female,Sex Roles,2016,1769
"Plaut, Victoria",Victoria, Plaut,female,Sex Roles,2013,1809
"Rizzardi, Victoria",Victoria, Rizzardi,female,Journal of experimental child psychology,2017,581
"Brescoll, Victoria",Victoria, Brescoll,female,Journal of Experimental Psychology: Applied,2018,161
"Kumar, Vikas",Vikas,Kumar,male,International Journal of Information and Communication Technology Education (IJICTE),2017,790
"Young, Viki",Viki, Young,NA,Journal of Research in Science Teaching,2016,894
"Kleist, Virginia",Virginia,Kleist,female,Sex Roles,2015,1822
"Kwan, Virginia S.",Virginia S., Kwan,NA,Basic & Applied Social Psychology,2016,1113
"Borum, Viveka",Viveka,Borum,NA,Journal of Negro Education,2012,787
"Borum, Viveka",Viveka,Borum,NA,Journal of Women and Minorities in Science and Engineering,2011,424
"Seyranian, Viviane",Viviane, Seyranian,female,Review of Educational Research,2018,1518
"Edge, W. Daniel",W. Daniel,Edge,NA,Mammal Study,2016,1018
"Herzog, Walter",Walter, Herzog,male,Empirical Research in Vocational Education and Training,2016,1619
"Potter, Walter",Walter, Potter,male,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,46
"Jing, Wei",Wei, Jing,NA,Issues in Science & Technology,2011,1877
"Chang, Wen-hsin",Wen-hsin, Chang,NA,Journal of vocational behavior,2016,600
"Gardner, Wendi",Wendi, Gardner,female,Social Sciences,2018,1012
"Williams, Wendy",Wendy, Williams,female,Frontiers in psychology,2015,777
"Williams, Wendy",Wendy, Williams,female,Psychological Science in the Public Interest,2014,1469
"Williams, Wendy",Wendy, Williams,female,Journal of Women and Minorities in Science and Engineering,2012,393
"Young, Wendy",Wendy, Young,female,ACS Medicinal Chemistry Letters,2017,356
"Williams, Wendy",Wendy,Williams,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1039
"Moons, Wesley",Wesley, Moons,male,Group Processes & Intergroup Relations,2015,1351
"Hart, William",William, Hart,male,Journal of Agricultural Education,2013,19
"Graziano, William",William,Graziano,male,Motivation and Emotion,2012,1708
"McKinley, William",William, McKinley,male,Horttechnology,2014,213
"Williams, Williams",Williams,Williams,male,Frontiers in Psychology,2017,734
"Zeng, Xiao Han",Xiao Han,Zeng,NA,PLoS Biology,2016,1117
"Xu, Xiao-ying",Xiao-ying, Xu,NA,Chinese Sociological Review,2016,1198
"Duan, Xiaoju",Xiaoju, Duan,NA,Computers & Education,2013,526
"Zhu, Xiaorui",Xiaorui,Zhu,NA,IEEE Robotics and Automation Magazine,2013,827
"Wei, Xin",Xin,Wei,female,Journal of Autism and Developmental Disorders,2013,1650
"Wang, Xueli",Xueli,Wang,NA,American Educational Research Journal,2013,1321
"Wang, Xueli",Xueli, Wang,NA,Community College Journal of Research & Practice,2016,1214
"Wang, Xueli",Xueli,Wang,NA,Research in Higher Education,2013,1726
"Wang, Xueli",Xueli,Wang,NA,Frontiers in Psychology,2017,719
"Wang, Xueli",Xueli,Wang,NA,Research in Higher Education,2016,1721
"Su, Xuhong",Xuhong,Su,NA,Higher Education,2015,1627
"Su, Xuhong",Xuhong,Su,NA,Research in Higher Education,2016,1722
"Wong, Y. L. Anne",Y. L. Anne, Wong,NA,Social Sciences,2017,1002
"Ji, Y.H.",Y.H., Ji,NA,Journal of Applied Psychology,2018,91
"Zastavker, Y.V.",Y.V., Zastavker,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,267
"Hsu, Ya-Chieh",Ya-Chieh, Hsu,NA,Cell Stem Cell,2015,463
"Bamberger, Yael",Yael,Bamberger,male,Journal of Science Education and Technology,2014,1679
"Levitte, Yael",Yael, Levitte,male,Social science research,2017,679
"Levitte, Yael",Yael, Levitte,male,Social Forces,2013,1094
"Wang, Yan",Yan, Wang,male,Chinese Sociological Review,2016,1200
"Liu, Yan",Yan, Liu,male,Social Sciences,2017,993
"Yang, Yang",Yang,Yang,male,Journal of vocational behavior,2015,608
"Zastavker, Yevgeniya",Yevgeniya, Zastavker,NA,Journal of Engineering Education,2017,960
"Zheng, Yi.",Yi., Zheng,NA,PLoS ONE,2018,1178
"Shi, Ying",Ying,Shi,NA,Economics of Education Review,2018,561
"Hsu, Ying-Shao",Ying-Shao,Hsu,NA,Research and Practice in Technology Enhanced Learning,2017,1958
"Ma, Yingyi",Yingyi,Ma,NA,Social Science Quarterly,2011,1957
"Ma, Yingyi",Yingyi,Ma,NA,Social Sciences,2017,992
"Xu, Yonghong",Yonghong,Xu,NA,Gender Issues,2011,1625
"Xu, Yonghong",Yonghong,Xu,NA,Journal of Higher Education,2015,1276
"Xu, Yonghong",Yonghong,Xu,NA,Journal of Career Development,2017,1389
"Xu, Yonghong",Yonghong,Xu,NA,Research in Higher Education,2016,1717
"Xu, Yonghong",Yonghong,Xu,NA,Research in Higher Education,2008,1724
"Lee, You-Geon.",You-Geon., Lee,NA,CBE Life Sciences Education,2018,197
"Lee, Youjin",Youjin, Lee,NA,Journal of Career Development,2013,1395
"Xie, Yu",Yu,Xie,female,Annual Review of Sociology,2015,340
"Chen, Yu (April)",Yu (April), Chen,NA,Community College Journal of Research & Practice,2017,1211
"Lin, Yuan-Hsiang",Yuan-Hsiang, Lin,NA,Research and Practice in Technology Enhanced Learning,2017,1959
"Huo, Yuen",Yuen, Huo,NA,Journal of experimental social psychology,2017,587
"Petzel, Zachary",Zachary, Petzel,male,Sex Roles,2018,1749
"Hazari, Zahra",Zahra,Hazari,female,Journal of College Science Teaching,2013,1046
"Hazari, Zahra",Zahra, Hazari,female,Science Education,2012,914
"Wilson, Zakiya",Zakiya,Wilson,female,Journal of chemical education,2014,34
"Thayer, Zaneta",Zaneta, Thayer,female,American Journal of Physical Anthropology,2018,871
"Wu, Zhen",Zhen,Wu,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,260
"Qian, Zhenchao",Zhenchao, Qian,NA,Demographic Research,2016,1028
"Zahedi, Ziniya",Ziniya, Zahedi,NA,Journal of Economics and Finance,2018,1609
"Long, Ziyu",Ziyu,Long,NA,Journal of Women and Minorities in Science and Engineering,2018,399
"Long, Ziyu",Ziyu, Long,NA,Management Communication Quarterly,2015,1421
"Morris, Zoe",Zoe, Morris,female,Sex Roles,2017,1778
"Frei, NA",NA, Frei,NA,Journal of Educational Research,2014,1256
"Settles Isis H., NA",NA,Settles Isis H.,NA,Psychology of Women Quarterly,2013,1477
