to,from
514,1344
514,1345
514,1346
514,1347
515,632
515,1348
515,631
515,631
515,631
515,631
516,1349
516,1350
516,1351
517,1352
517,1353
518,1354
518,1355
518,1356
519,1357
519,1358
519,1359
519,1360
519,1361
519,1362
519,1363
519,1364
519,1365
519,1366
520,1367
520,1368
520,1369
520,1370
520,1371
520,1372
520,1373
520,1374
520,1375
520,1376
520,1377
520,1378
520,1379
521,1380
521,1381
521,1381
521,1381
521,1381
522,1382
522,1383
522,1384
523,1385
523,1342
523,1342
523,1342
523,1342
523,1386
524,1387
524,1388
525,1389
526,1390
526,1391
526,1392
526,1393
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,513
527,514
528,1394
528,1395
528,1396
529,1397
529,1398
530,1399
530,1336
530,1400
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1401
531,1402
532,1403
532,1403
532,1403
532,1403
532,1404
532,1405
532,1405
532,1405
532,1405
533,1406
534,1407
534,1408
534,1409
535,1410
535,1411
536,1412
536,1413
537,1414
537,1415
538,1416
538,1416
538,1416
538,1416
539,1417
539,1418
539,1325
539,1325
539,1325
539,1325
539,1325
539,1325
539,1325
539,1325
539,1325
539,520
539,520
539,520
539,520
539,520
539,520
539,520
539,520
539,520
539,522
539,522
539,522
539,522
539,522
539,522
539,522
539,522
539,522
540,1419
540,1420
541,1421
541,1422
542,1423
542,1424
542,1425
542,1426
542,1427
543,1428
543,1429
543,1429
543,1429
543,1429
543,1429
543,1429
543,1429
543,1429
543,1429
543,1429
543,1429
543,1429
543,1429
543,1429
543,1429
543,1429
544,499
544,499
544,499
544,499
544,500
544,500
544,500
544,500
544,501
544,501
544,501
544,501
545,1430
545,1431
545,1432
545,1433
545,1434
545,1435
545,1436
546,1437
546,1438
546,1439
546,1440
546,1441
546,1442
547,1443
547,1444
548,1445
548,1446
548,1447
548,1448
549,1449
550,1450
551,1451
551,1452
551,1230
551,1453
552,1454
553,1455
553,1456
553,1457
553,1458
553,1459
554,1460
554,1461
554,1462
554,1463
555,1464
556,128
556,128
556,128
556,128
556,128
556,128
556,128
556,128
556,128
556,1465
556,1466
556,1466
556,1466
556,1466
556,1466
556,1466
556,1466
556,1466
556,1466
556,1467
556,1467
556,1467
556,1467
556,1468
557,1469
557,1470
557,1471
557,1472
557,1473
557,1474
558,1475
559,1476
559,1477
559,1478
559,1479
560,64
560,1480
560,1481
560,1482
560,1482
560,1482
560,1482
560,1483
561,1138
562,358
562,358
562,358
562,358
562,358
562,358
562,358
562,358
562,358
562,1484
562,359
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
563,674
564,1403
564,1403
564,1403
564,1403
564,1405
564,1405
564,1405
564,1405
565,1138
566,1485
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
567,674
568,1486
568,1487
568,1488
568,1489
568,1490
568,1491
568,1492
569,1493
569,465
570,1494
570,1494
570,1494
570,1494
570,865
571,64
571,1130
571,1130
571,1130
571,1130
571,1129
571,1482
571,1482
571,1482
571,1482
571,1495
571,1496
572,1494
572,1494
572,1494
572,1494
572,1497
572,865
573,1498
574,1499
574,1500
574,1501
575,918
575,1502
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,173
575,1503
576,1504
576,1505
576,1506
576,1507
576,1508
576,1509
577,694
577,694
577,694
577,694
577,694
577,694
577,694
577,694
577,694
577,694
577,694
577,694
577,694
577,694
577,694
577,694
577,1174
577,1174
577,1174
577,1174
577,1174
577,1174
577,1174
577,1174
577,1174
577,1510
578,947
578,1511
578,1512
578,1513
579,1514
579,1514
579,1514
579,1514
579,1514
579,1514
579,1514
579,1514
579,1514
579,1515
579,1516
579,1516
579,1516
579,1516
579,1516
579,1516
579,1516
579,1516
579,1516
579,1516
579,1516
579,1516
579,1516
579,1516
579,1516
579,1516
580,570
580,1517
580,1518
580,1519
581,1520
581,1521
581,1522
581,1523
581,1524
581,1525
582,1526
582,1527
582,1528
583,1529
583,1530
584,1531
584,1532
584,1533
585,1171
585,1171
585,1171
585,1171
585,1169
585,1169
585,1169
585,1169
585,1170
585,1170
585,1170
585,1170
585,1534
585,1535
585,1173
585,1173
585,1173
585,1173
586,570
586,1536
586,1537
587,1538
587,1539
587,1540
587,1541
588,1542
588,1543
589,1275
589,1275
589,1275
589,1275
589,1275
589,1275
589,1275
589,1275
589,1275
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,184
589,1544
589,1545
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,134
590,1546
590,1547
590,1548
591,1549
591,1549
591,1549
591,1549
591,1549
591,1549
591,1549
591,1549
591,1549
591,1549
591,1549
591,1549
591,1549
591,1549
591,1549
591,1549
591,1550
591,1551
591,1552
591,1552
591,1552
591,1552
591,1553
592,1304
592,1554
592,1555
592,1556
593,1557
594,1558
595,1559
595,1560
596,1561
596,1562
596,1302
596,1302
596,1302
596,1302
597,1563
597,1564
597,1565
598,75
598,78
598,77
598,77
598,77
598,77
598,1566
598,79
598,79
598,79
598,79
598,1567
599,1568
599,1569
599,1570
600,1571
600,1572
601,1573
601,1574
601,1575
602,1576
602,1577
602,1578
603,1579
603,1580
603,1581
603,1582
603,1583
604,1584
604,1585
605,871
606,1586
606,396
607,1587
607,1588
607,1589
607,864
608,1590
608,1591
608,1592
609,1593
609,1594
610,133
610,133
610,133
610,133
610,133
610,133
610,133
610,133
610,133
610,133
610,133
610,133
610,133
610,133
610,133
610,133
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,134
610,135
611,1595
612,1596
612,1597
613,1598
613,1599
614,1600
615,1601
615,1602
616,1603
616,1604
617,1605
617,1606
618,1607
618,1608
619,1609
619,1610
620,1611
620,1612
620,1613
621,491
621,491
621,491
621,491
621,493
621,493
621,493
621,493
621,1614
621,1615
621,1616
621,495
621,495
621,495
621,495
622,1617
623,1226
623,80
623,1618
623,1619
624,1620
624,1621
625,1622
626,1623
626,1624
626,1625
627,1623
627,1625
627,1626
627,1627
627,1628
628,1628
628,1625
629,1629
630,1630
630,1631
630,1632
630,1633
631,1634
631,1635
631,1636
632,1637
632,1638
633,1639
633,1640
634,1259
634,1260
634,1641
634,1261
634,1265
634,1265
634,1265
634,1265
635,1642
635,1643
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
635,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,184
636,1275
636,1275
636,1275
636,1275
636,1275
636,1275
636,1275
636,1275
636,1275
636,1644
637,1645
637,1191
638,1646
638,1647
638,1190
638,1648
639,1649
640,1650
640,1651
641,1652
641,1650
642,1653
642,1650
642,1654
642,1655
643,162
643,163
643,1269
644,162
644,1656
644,1269
645,904
645,904
645,904
645,904
646,1657
646,1658
646,1659
647,578
647,1660
647,1661
