author,fname,lastn,gender,pubtitle,date,id,pubtype
"Burge, Stephanie",Stephanie,Burge,female,Sociological Perspectives,2013,175,journal
"Aguillon, Stephanie",Stephanie,Aguillon,female,BioScience,2018,13,journal
"Ceci, Stephen",Stephen,Ceci,male,Educational Psychologist,2018,1501,journal
"Ceci, Stephen",Stephen,Ceci,male,Perspectives on Psychological Science,2014,1504,journal
"Ceci, Stephen",Stephen,Ceci,male,Frontiers in psychology,2015,1503,journal
"Ceci, Stephen",Stephen,Ceci,male,Frontiers in Psychology,2017,1502,journal
"Ceci, Stephen",Stephen,Ceci,male,Psychological Science in the Public Interest,2014,1506,journal
"Morgan, Stephen",Stephen,Morgan,male,Social science research,2013,1757,journal
"Pollock, Steven",Steven,Pollock,male,Psychology of Women Quarterly,2017,1794,journal
"Robbins, Steven",Steven,Robbins,male,Journal of vocational behavior,2016,1817,journal
"Spencer, Steven",Steven,Spencer,male,Journal of educational psychology,2015,1859,journal
"Goodreau, Steven",Steven,Goodreau,male,PLoS ONE,2016,1605,journal
"Chumbley, Steven",Steven,Chumbley,male,Journal of Agricultural Education,2015,1518,journal
"Yap, Stevie",Stevie,Yap,female,Psychology of Women Quarterly,2016,1931,journal
"Rosser, Sue",Sue,Rosser,female,Academe,2009,1095,journal
"Silbey, Susan",Susan,Silbey,female,Work and Occupations,2018,1183,journal
"Solomon, Susan",Susan,Solomon,female,Cell Stem Cell,2015,1216,journal
"Pitt, Susan",Susan,Pitt,female,Journal of Medical Internet Research,2018,1013,journal
"Barnett, Susan",Susan,Barnett,female,Frontiers in Psychology,2017,77,journal
"Cozzens, Susan",Susan,Cozzens,female,Science and Engineering Ethics,2008,272,journal
"Barker, Susan",Susan,Barker,female,Library & Information Science Research,2009,74,journal
"Stout, Susan",Susan,Stout,female,BioScience,2015,1245,journal
"Silbey, Susan",Susan,Silbey,female,American Sociological Review,2011,1182,journal
"Lord, Susan",Susan,Lord,female,Journal of Engineering Education,2012,763,journal
"Case, Susan",Susan,Case,female,"Community, Work & Family",2013,207,journal
"Solomon, Susan",Susan,Solomon,female,Cell Stem Cell,2015,1215,journal
"Edinger-Marshall, Susan",Susan,Edinger-Marshall,female,Soil Science Society of America Journal,2018,364,journal
"Levine, Susan",Susan,Levine,female,Sex Roles,2011,731,journal
"Pollart, Susan",Susan,Pollart,female,Journal of Medical Internet Research,2018,1021,journal
"Slattery, Susan",Susan,Slattery,female,Forum on Public Policy Online,2010,1194,journal
"Gorman, Susan",Susan,Gorman,female,Forum on Public Policy Online,2010,480,journal
"Yoon, Susan",Susan,Yoon,female,Research in Higher Education,2009,1415,journal
"Murphy, Susan",Susan,Murphy,female,Leadership Quarterly,2016,917,journal
"Held, Suzanne",Suzanne,Held,female,Bioscience,2017,538,journal
"Beyer, Sylvia",Sylvia,Beyer,female,Psychology,2015,120,journal
"Nassar-McMillan, Sylvia",Sylvia,Nassar-McMillan,female,New Directions for Institutional Research,2011,922,journal
"Chavous, Tabbye",Tabbye,Chavous,NA,Journal of Negro Education,2018,221,journal
"Hendrix, Taija",Taija,Hendrix,female,PLoS ONE,2018,539,journal
"Harel-Marian, Taly",Taly,Harel-Marian,NA,Journal of Vocational Behavior,2018,523,journal
"Schneider, Tamera",Tamera,Schneider,female,Social Psychology of Education,2014,1151,journal
"Tyler-Wood, Tandra",Tandra,Tyler-Wood,NA,Journal of Science Education and Technology,2015,1290,journal
"Tyler-Wood, Tandra",Tandra,Tyler-Wood,NA,Computers in Human Behavior,2014,1289,journal
"Teo, Tang",Tang,Teo,NA,Theory Into Practice,2014,1268,journal
"Crenshaw, Tanya",Tanya,Crenshaw,female,Frontiers in Psychology,2017,277,journal
"Sanabria, Tanya",Tanya,Sanabria,female,Social Sciences,2017,1120,journal
"Hudson, Tara",Tara,Hudson,female,Review of Higher Education,2017,573,journal
"Inniss, Tasha",Tasha,Inniss,female,Peer Review,2014,591,journal
"Melguizo, Tatiana",Tatiana,Melguizo,female,Research in Higher Education,2012,847,journal
"Ramirez, Tatiana",Tatiana,Ramirez,female,American Society for Engineering Education,2007,1042,journal
"Whitney, Telle",Telle,Whitney,NA,Computer,2018,1357,journal
"Mutahi, Teresa",Teresa,Mutahi,female,Women in Higher Education,2016,919,journal
"Greindl, Teresa",Teresa,Greindl,female,Computers & Education,2013,485,journal
"Woodruff, Teresa",Teresa,Woodruff,female,PLoS Biology,2016,1386,journal
"Morton, Terrell",Terrell,Morton,male,Science Education,2018,1758,journal
"Johnson, Terri",Terri,Johnson,female,Journal of Women and Minorities in Science and Engineering,2017,626,journal
"Von Thaden, Terry",Terry,Von Thaden,male,Journal of the American Society for Information Science and Technology,2008,1901,journal
"Killpack, Tess",Tess,Killpack,female,CBE Life Sciences Education,2016,682,journal
"Berg, Tessa",Tessa,Berg,female,Computers & Education,2018,105,journal
"Lerdpornkulrat, Thanita",Thanita,Lerdpornkulrat,NA,Physical Review Physics Education Research,2016,728,journal
"Wills, Theodore",Theodore,Wills,male,Contemporary Educational Psychology,2013,1925,journal
"Robinson, Thomas",Thomas,Robinson,male,JCOM: Journal of Science Communication,2009,1819,journal
"Ruberto, Thomas",Thomas,Ruberto,male,PLoS ONE,2018,1824,journal
"DiPrete, Thomas",Thomas,DiPrete,male,Social science research,2013,1550,journal
"Riggers-Piehl, Tiffani",Tiffani,Riggers-Piehl,female,Research in Higher Education,2015,1067,journal
"Ito, Tiffany",Tiffany,Ito,female,Psychology of Women Quarterly,2017,597,journal
"Veinot, Tiffany",Tiffany,Veinot,female,Journal of Medical Internet Research,2013,1301,journal
"Ito, Tiffany",Tiffany,Ito,female,Sex Roles,2016,598,journal
"Ito, Tiffany",Tiffany,Ito,female,Journal of personality and social psychology,2017,595,journal
"Ito, Tiffany",Tiffany,Ito,female,Personality and Social Psychology Bulletin,2018,596,journal
"Davis, Tim",Tim,Davis,male,Horttechnology,2014,1537,journal
"Collins, Timothy",Timothy,Collins,male,Science Education,2018,1524,journal
"Ravn, Tina",Tina,Ravn,female,Journal of STEM Education : Innovations and Research,2010,1047,journal
"Bachman, Tina",Tina,Bachman,female,Journal of Science Education and Technology,2017,55,journal
"Mattsson, Tina",Tina,Mattsson,female,Gender & Education,2015,819,journal
"Kirchmaier, Tom",Tom,Kirchmaier,male,American Economic Review,2016,1669,journal
"Schmader, Toni",Toni,Schmader,female,Social Psychological and Personality Science,2011,1147,journal
"Perez, Tony",Tony,Perez,male,Contemporary Educational Psychology,2013,1788,journal
"Gorges, Torie",Torie,Gorges,female,Journal of Science Education and Technology,2016,478,journal
"Bekelman, Traci",Traci,Bekelman,female,American Journal of Physical Anthropology,2018,92,journal
"Neilsen, Tracianne",Tracianne,Neilsen,NA,173rd Meeting of Acoustical Society of America,2017,925,journal
"Casanova, Tracy",Tracy,Casanova,female,Journal of Career Assessment,2017,206,journal
"Davidson, Travis",Travis,Davidson,male,University of Ottawa Journal of Medicine,2015,1534,journal
"Bartosh, Travis",Travis,Bartosh,male,Journal of Women and Minorities in Science and Engineering,2015,1467,journal
"Turner, Trudy",Trudy,Turner,female,American Journal of Physical Anthropology,2018,1288,journal
"Story, Tyler",Tyler,Story,male,Psychology of Women Quarterly,2013,1865,journal
"Trautwein, Ulrich",Ulrich,Trautwein,male,Journal of educational psychology,2017,1888,journal
"Greco, Valentina",Valentina,Greco,female,Cell Stem Cell,2015,484,journal
"Fossati, Valentina",Valentina,Fossati,female,Cell Stem Cell,2015,410,journal
"Streets, Valerie",Valerie,Streets,female,Career Development Quarterly,2015,1248,journal
"Morganson, Valerie",Valerie,Morganson,female,Career Development Quarterly,2010,894,journal
"Morganson, Valerie",Valerie,Morganson,female,Career Development Quarterly,2015,893,journal
"Lundy-Wagner, Valerie",Valerie,Lundy-Wagner,female,Research in Higher Education,2009,772,journal
"Taylor, Valerie",Valerie,Taylor,female,Computer,2018,1267,journal
"Conley, Valerie Martin",Valerie Martin,Conley,NA,Advances in Gender Research,2014,256,journal
"Ruta, Vanessa",Vanessa,Ruta,female,Cell Stem Cell,2015,1110,journal
"Peters, Vanessa",Vanessa,Peters,female,Journal of Research in Science Teaching,2016,1004,journal
"Wyss, Vanessa",Vanessa,Wyss,female,College Student Journal,2010,1396,journal
"Sriraman, Vederaman",Vederaman,Sriraman,NA,American Journal of Engineering Education,2015,1860,journal
"Kuntz, Vickie",Vickie,Kuntz,female,Journal of STEM Education : Innovations and Research,2010,709,journal
"Rizzardi, Victoria",Victoria,Rizzardi,female,Journal of experimental child psychology,2017,1076,journal
"Brescoll, Victoria",Victoria,Brescoll,female,Journal of Experimental Psychology: Applied,2018,155,journal
"Grunberg, Victoria",Victoria,Grunberg,female,Sex Roles,2016,494,journal
"Plaut, Victoria",Victoria,Plaut,female,Sex Roles,2013,1017,journal
"Kumar, Vikas",Vikas,Kumar,male,International Journal of Information and Communication Technology Education (IJICTE),2017,1684,journal
"Young, Viki",Viki,Young,NA,Journal of Research in Science Teaching,2016,1422,journal
"Kleist, Virginia",Virginia,Kleist,female,Sex Roles,2015,692,journal
"Kwan, Virginia",Virginia,Kwan,female,Basic & Applied Social Psychology,2016,710,journal
"Borum, Viveka",Viveka,Borum,NA,Journal of Negro Education,2012,141,journal
"Borum, Viveka",Viveka,Borum,NA,Journal of Women and Minorities in Science and Engineering,2011,142,journal
"Seyranian, Viviane",Viviane,Seyranian,female,Review of Educational Research,2018,1165,journal
"Edge, W. Daniel",W. Daniel,Edge,NA,Mammal Study,2016,1563,journal
"Herzog, Walter",Walter,Herzog,male,Empirical Research in Vocational Education and Training,2016,1640,journal
"Jing, Wei",Wei,Jing,NA,Issues in Science & Technology,2011,618,journal
"Chang, Wen-hsin",Wen-hsin,Chang,NA,Journal of vocational behavior,2016,217,journal
"Gardner, Wendi",Wendi,Gardner,female,Social Sciences,2018,437,journal
"Williams, Wendy",Wendy,Williams,female,Psychological Science in the Public Interest,2014,1369,journal
"Williams, Wendy",Wendy,Williams,female,Frontiers in psychology,2015,1366,journal
"Young, Wendy",Wendy,Young,female,ACS Medicinal Chemistry Letters,2017,1423,journal
"Williams, Wendy",Wendy,Williams,female,Journal of Women and Minorities in Science and Engineering,2012,1367,journal
"Moons, Wesley",Wesley,Moons,male,Group Processes & Intergroup Relations,2015,1755,journal
"Graziano, William",William,Graziano,male,Motivation and Emotion,2012,1612,journal
"Hart, William",William,Hart,male,Journal of Agricultural Education,2013,1629,journal
"McKinley, William",William,McKinley,male,Horttechnology,2014,1737,journal
"Williams, Williams",Williams,Williams,male,Frontiers in Psychology,2017,1924,journal
"Zeng, Xiao Han",Xiao Han,Zeng,NA,PLoS Biology,2016,1935,journal
"Duan, Xiaoju",Xiaoju,Duan,NA,Computers & Education,2013,349,journal
"Zhu, Xiaorui",Xiaorui,Zhu,NA,IEEE Robotics and Automation Magazine,2013,1432,journal
"Wei, Xin",Xin,Wei,female,Journal of Autism and Developmental Disorders,2013,1343,journal
"Wang, Xueli",Xueli,Wang,NA,Research in Higher Education,2013,1327,journal
"Wang, Xueli",Xueli,Wang,NA,Research in Higher Education,2016,1328,journal
"Wang, Xueli",Xueli,Wang,NA,American Educational Research Journal,2013,1324,journal
"Wang, Xueli",Xueli,Wang,NA,Community College Journal of Research & Practice,2016,1325,journal
"Wang, Xueli",Xueli,Wang,NA,Frontiers in Psychology,2017,1326,journal
"Su, Xuhong",Xuhong,Su,NA,Research in Higher Education,2016,1251,journal
"Su, Xuhong",Xuhong,Su,NA,Higher Education,2015,1250,journal
"Wong, Y. L. Anne",Y. L. Anne,Wong,NA,Social Sciences,2017,1384,journal
"Hsu, Ya-Chieh",Ya-Chieh,Hsu,NA,Cell Stem Cell,2015,569,journal
"Bamberger, Yael",Yael,Bamberger,male,Journal of Science Education and Technology,2014,1459,journal
"Levitte, Yael",Yael,Levitte,male,Social science research,2017,1700,journal
"Levitte, Yael",Yael,Levitte,male,Social Forces,2013,1699,journal
"Wang, Yan",Yan,Wang,male,Chinese Sociological Review,2016,1910,journal
"Liu, Yan",Yan,Liu,male,Social Sciences,2017,1711,journal
"Yang, Yang",Yang,Yang,male,Journal of vocational behavior,2015,1930,journal
"Zastavker, Yevgeniya",Yevgeniya,Zastavker,NA,Journal of Engineering Education,2017,1430,journal
"Shi, Ying",Ying,Shi,NA,Economics of Education Review,2018,1178,journal
"Hsu, Ying-Shao",Ying-Shao,Hsu,NA,Research and Practice in Technology Enhanced Learning,2017,570,journal
"Ma, Yingyi",Yingyi,Ma,NA,Social Science Quarterly,2011,781,journal
"Ma, Yingyi",Yingyi,Ma,NA,Social Sciences,2017,782,journal
"Xu, Yonghong",Yonghong,Xu,NA,Journal of Career Development,2017,1401,journal
"Xu, Yonghong",Yonghong,Xu,NA,Research in Higher Education,2008,1404,journal
"Xu, Yonghong",Yonghong,Xu,NA,Journal of Higher Education,2015,1402,journal
"Xu, Yonghong",Yonghong,Xu,NA,Gender Issues,2011,1400,journal
"Xu, Yonghong",Yonghong,Xu,NA,Research in Higher Education,2016,1403,journal
"Lee, You-Geon",You-Geon,Lee,NA,CBE Life Sciences Education,2018,1690,journal
"Lee, Youjin",Youjin,Lee,NA,Journal of Career Development,2013,1942,journal
"Ji, Young Hun",Young Hun,Ji,NA,Journal of Applied Psychology,2018,1660,journal
"Xie, Yu",Yu,Xie,female,Annual Review of Sociology,2015,1397,journal
"Chen, Yu (April)",Yu (April),Chen,NA,Community College Journal of Research & Practice,2017,225,journal
"Lin, Yuan-Hsiang",Yuan-Hsiang,Lin,NA,Research and Practice in Technology Enhanced Learning,2017,1706,journal
"Huo, Yuen",Yuen,Huo,NA,Journal of experimental social psychology,2017,576,journal
"Petzel, Zachary",Zachary,Petzel,male,Sex Roles,2018,1789,journal
"Hazari, Zahra",Zahra,Hazari,female,Science Education,2012,533,journal
"Hazari, Zahra",Zahra,Hazari,female,Journal of College Science Teaching,2013,532,journal
"Wilson, Zakiya",Zakiya,Wilson,female,Journal of chemical education,2014,1377,journal
"Thayer, Zaneta",Zaneta,Thayer,female,American Journal of Physical Anthropology,2018,1270,journal
"Qian, Zhenchao",Zhenchao,Qian,NA,Demographic Research,2016,1800,journal
"Zahedi, Ziniya",Ziniya,Zahedi,NA,Journal of Economics and Finance,2018,1425,journal
"Long, Ziyu",Ziyu,Long,NA,Management Communication Quarterly,2015,757,journal
"Long, Ziyu",Ziyu,Long,NA,Journal of Women and Minorities in Science and Engineering,2018,756,journal
"Morris, Zoe",Zoe,Morris,female,Sex Roles,2017,895,journal
"Sabanovic, NA",NA,Sabanovic,NA,Journal of Science Education and Technology,2016,1,journal
"Settles Isis, NA",NA,Settles Isis,NA,Psychology of Women Quarterly,2013,1163,journal
"Cloutier, Aimee",Aimee,Cloutier,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,251,conference
"Ahmad, Ali",Ali,Ahmad,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1448,conference
"Webster-Giddings, Allison",Allison,Webster-Giddings,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1340,conference
"Kulkarni, Anagha",Anagha,Kulkarni,female,ACM Conference on Innovation and Technology in Computer Science Education,2018,707,conference
"Rommel, Andrea",Andrea,Rommel,female,Proceedings of the ASEE Annual Conference & Exposition,2015,1088,conference
"Walsh, Andrea",Andrea,Walsh,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1320,conference
"Kelly, Angela",Angela,Kelly,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,669,conference
"Kelly, Angela",Angela,Kelly,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,665,conference
"Kelly, Angela",Angela,Kelly,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,666,conference
"Pahwa, Anil",Anil,Pahwa,male,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,1779,conference
"Bloor, Ann",Ann,Bloor,female,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,136,conference
"Khan, Arshia",Arshia,Khan,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,678,conference
"Morse, Audra",Audra,Morse,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,896,conference
"Natarajan, Balasubramaniam",Balasubramaniam,Natarajan,NA,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,1764,conference
"Cunningham, Beth",Beth,Cunningham,female,AIP Conference Proceedings,2015,290,conference
"Domingo, Carmen",Carmen,Domingo,female,ACM Conference on Innovation and Technology in Computer Science Education,2018,342,conference
"Marchetti, Carol",Carol,Marchetti,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,799,conference
"Marchetti, Carol",Carol,Marchetti,female,Proceedings of the ASEE Annual Conference & Exposition,2015,800,conference
"Degen, Cassandra",Cassandra,Degen,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,311,conference
"Scoglio, Caterina",Caterina,Scoglio,female,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,1154,conference
"Lewis, Chris",Chris,Lewis,male,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,1701,conference
"Morton, Christina",Christina,Morton,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,897,conference
"O'Donnell, Christine",Christine,O'Donnell,female,AIP Conference Proceedings,2015,943,conference
"Hovey, Christopher",Christopher,Hovey,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1647,conference
"Demetry, Chrysanthe",Chrysanthe,Demetry,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,319,conference
"Moss-Racusin, Corinne",Corinne,Moss-Racusin,female,Proceedings of the National Academy of Sciences of the United States of America,2015,901,conference
"Chen, Dandan",Dandan,Chen,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,222,conference
"Wendell, Dawn",Dawn,Wendell,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1351,conference
"Crawford, Delois",Delois,Crawford,NA,2014 IEEE Frontiers in Education Conference (FIE) Proceedings,2014,275,conference
"Crawford, DeLois",DeLois,Crawford,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,276,conference
"Gruenbacher, Don",Don,Gruenbacher,male,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,1618,conference
"Aveni, Doreen",Doreen,Aveni,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,53,conference
"Dell, Elizabeth",Elizabeth,Dell,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,317,conference
"Dell, Elizabeth",Elizabeth,Dell,female,Proceedings of the ASEE Annual Conference & Exposition,2015,318,conference
"Brown, Elizabeth",Elizabeth,Brown,female,Proceedings of the National Academy of Sciences of the United States of America,2015,161,conference
"Winterer, Erica",Erica,Winterer,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1381,conference
"Reuben, Ernesto",Ernesto,Reuben,male,Proceedings of the National Academy of Sciences of the United States of America,2014,1811,conference
"Little, Germysha",Germysha,Little,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,742,conference
"Ma, Gloria",Gloria,Ma,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,779,conference
"Yew, Guo Zheng",Guo Zheng,Yew,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1932,conference
"Mustafa, Hadil",Hadil,Mustafa,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,918,conference
"Arabnia, Hamid",Hamid,Arabnia,male,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,1453,conference
"Ackler, Harold",Harold,Ackler,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1442,conference
"Doty, Heather",Heather,Doty,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,345,conference
"Handley, Ian",Ian,Handley,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1627,conference
"Villanueva, Idalis",Idalis,Villanueva,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1309,conference
"Yoon, Ilmi",Ilmi,Yoon,NA,ACM Conference on Innovation and Technology in Computer Science Education,2018,1414,conference
"Stolk, J.D.",J.D.,Stolk,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1864,conference
"Tsai, Janet",Janet,Tsai,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1286,conference
"Halter, Jared",Jared,Halter,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1622,conference
"Sheltzer, Jason",Jason,Sheltzer,male,Proceedings of the National Academy of Sciences of the United States of America,2014,1843,conference
"Froyd, Jeffrey",Jeffrey,Froyd,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1589,conference
"Cromley, Jennifer",Jennifer,Cromley,female,Proceedings of the ASEE Annual Conference & Exposition,2018,281,conference
"Gatz, Jennifer",Jennifer,Gatz,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,441,conference
"Karlin, Jennifer",Jennifer,Karlin,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,657,conference
"Amos, Jennifer",Jennifer,Amos,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,25,conference
"Amos, Jennifer",Jennifer,Amos,female,Proceedings of the ASEE Annual Conference & Exposition,2018,26,conference
"Gurski, Jennifer",Jennifer,Gurski,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,502,conference
"Mallette, Jennifer",Jennifer,Mallette,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,793,conference
"Pedescleaux, Jerie",Jerie,Pedescleaux,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,993,conference
"Smith, Jessi",Jessi,Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1203,conference
"Lofton, Jessica",Jessica,Lofton,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,749,conference
"Smith, Joan",Joan,Smith,male,Proceedings of the National Academy of Sciences of the United States of America,2014,1850,conference
"Kellar, Jon",Jon,Kellar,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1665,conference
"Gutierrez, Juan",Juan,Gutierrez,male,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,1621,conference
"Martin, Julie",Julie,Martin,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,804,conference
"Dissanayake, Kalpani",Kalpani,Dissanayake,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,338,conference
"Aguar, Karen",Karen,Aguar,female,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,12,conference
"Xu, Kath",Kath,Xu,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1399,conference
"Clancy, Kathryn",Kathryn,Clancy,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,240,conference
"Clancy, Kathryn",Kathryn,Clancy,female,Proceedings of the ASEE Annual Conference & Exposition,2018,241,conference
"Okada, Kazunori",Kazunori,Okada,NA,ACM Conference on Innovation and Technology in Computer Science Education,2018,1773,conference
"Cross, Kelly",Kelly,Cross,female,Proceedings of the ASEE Annual Conference & Exposition,2018,285,conference
"Cross, Kelly",Kelly,Cross,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,284,conference
"Gray, Kimberlyn",Kimberlyn,Gray,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,483,conference
"Sherwood, Kristin",Kristin,Sherwood,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1177,conference
"Gelles, Laura",Laura,Gelles,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,451,conference
"Clayton, Laurie",Laurie,Clayton,female,Proceedings of the ASEE Annual Conference & Exposition,2015,249,conference
"Golubchik, Leana",Leana,Golubchik,female,ACM International Conference on Measurement and Modeling of Computer Systems,2018,473,conference
"Thompson, Leisa",Leisa,Thompson,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1276,conference
"Crumpton-Young, Lesia",Lesia,Crumpton-Young,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,288,conference
"Ma, Lili",Lili,Ma,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,780,conference
"Krenitsky, Loretta",Loretta,Krenitsky,female,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,702,conference
"Zingales, Luigi",Luigi,Zingales,male,Proceedings of the National Academy of Sciences of the United States of America,2014,1938,conference
"Davis, Lydia",Lydia,Davis,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,307,conference
"Zarske, Malinda",Malinda,Zarske,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1429,conference
"Schilling, Malle",Malle,Schilling,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1143,conference
"Redel, Mallory",Mallory,Redel,female,ACM International Conference on Measurement and Modeling of Computer Systems,2018,1049,conference
"Foster, Margaret",Margaret,Foster,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,411,conference
"Bailey, Margaret",Margaret,Bailey,female,Proceedings of the ASEE Annual Conference & Exposition,2015,58,conference
"Bailey, Margaret",Margaret,Bailey,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,57,conference
"Pinnell, Margaret",Margaret,Pinnell,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1012,conference
"Di Stefano, Marialusia",Marialusia,Di Stefano,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,323,conference
"Muguira, Maritza",Maritza,Muguira,female,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,907,conference
"Wellenstein, Mary Jo",Mary Jo,Wellenstein,NA,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,1350,conference
"Hunsinger, Matthew",Matthew,Hunsinger,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1651,conference
"Borrego, Maura",Maura,Borrego,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,140,conference
"Valentine, Maureen",Maureen,Valentine,female,Proceedings of the ASEE Annual Conference & Exposition,2015,1292,conference
"Valentine, Maureen",Maureen,Valentine,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1291,conference
"Anazco, Mayari",Mayari,Anazco,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,30,conference
"Keogh, Megan",Megan,Keogh,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,673,conference
"Martiros, Melissa",Melissa,Martiros,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,808,conference
"Scircle, Melissa McManus",Melissa McManus,Scircle,NA,Proceedings of the National Academy of Sciences of the United States of America,2015,1153,conference
"West, Michael",Michael,West,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1917,conference
"Gross, Michael",Michael,Gross,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1616,conference
"Bugallo, Monica",Monica,Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,172,conference
"Bugallo, Monica",Monica,Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,171,conference
"Bugallo, Monica",Monica,Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,170,conference
"Dickson, Nancy",Nancy,Dickson,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,326,conference
"Choe, Nathan",Nathan,Choe,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1517,conference
"Yates, Nicole",Nicole,Yates,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1408,conference
